scenario_id,scenario_type,num_of_flight,entry_x_0,entry_y_0,entry_angle_0,exit_x_0,exit_y_0,exit_angle_0,middle_x_0,middle_y_0,middle_radius_0,middle_angle_0,speed_0,entry_time_0,entry_x_1,entry_y_1,entry_angle_1,exit_x_1,exit_y_1,exit_angle_1,middle_x_1,middle_y_1,middle_radius_1,middle_angle_1,speed_1,entry_time_1,is_conflict,ownship_level,intruder_level,surrounding_flight,sync_time_0,sync_time_1,sync_point_x_0,sync_point_y_0,sync_point_x_1,sync_point_y_1
1,,2,7.211291757844151,261.38914203013945,,571.3467215343263,104.94054117937551,,289.27900664608524,183.1648416047575,,,0.825,254.0,659.7989729163016,318.4831660881747,,185.33752155960443,33.39796472127489,,422.568247237953,175.9405654047248,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 195.77690778498598, ""entry_y"": 28.52999897794166, ""exit_x"": 650.1975896710788, ""exit_y"": 409.83422554789036, ""middle_x"": 422.9872487280324, ""middle_y"": 219.182112262916, ""entry_time"": 186.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 81, ""sync_offset"": 66.825, ""sync_point_x"": 246.9678276964117, ""sync_point_y"": 71.48428099524466, ""flight_point_level"": 0.0},{""entry_x"": 415.4102848838319, ""entry_y"": 648.7555226753925, ""exit_x"": 571.3467215343263, ""exit_y"": 104.94054117937551, ""middle_x"": 493.3785032090791, ""middle_y"": 376.848031927384, ""entry_time"": 124.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 143, ""sync_offset"": 117.975, ""sync_point_x"": 447.9286019363424, ""sync_point_y"": 535.3506740970694, ""flight_point_level"": 0.0},{""entry_x"": 398.6108579698606, ""entry_y"": 7.211291757844151, ""exit_x"": 0.4522535309906175, ""exit_y"": 312.72913443982856, ""middle_x"": 199.5315557504256, ""middle_y"": 159.97021309883635, ""entry_time"": 242.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 25, ""sync_offset"": 20.625, ""sync_point_x"": 382.2479453263539, ""sync_point_y"": 19.766996231149015, ""flight_point_level"": 0.0}]",13.0,0.0,17.546228368506632,258.52301044670014,659.7989729163016,318.4831660881747
2,,2,19.90143514065028,442.86664729747076,,426.48266255850314,645.5805694678018,,223.1920488495767,544.2236083826363,,,0.825,180.0,621.3727056434459,484.92561571934397,,255.76615206652463,651.5421213791276,,438.5694288549853,568.2338685492358,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 96.65476220843934, ""entry_y"": 563.3452377915607, ""exit_x"": 550.8131000984233, ""exit_y"": 84.76220759245993, ""middle_x"": 323.73393115343134, ""middle_y"": 324.05372269201035, ""entry_time"": 109.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 158, ""sync_offset"": 130.35, ""sync_point_x"": 186.3817811501202, ""sync_point_y"": 468.79268853010905, ""flight_point_level"": 0.0},{""entry_x"": 69.95645130978176, ""entry_y"": 533.1682868574673, ""exit_x"": 660.0, ""exit_y"": 330.0, ""middle_x"": 364.9782256548909, ""middle_y"": 431.5841434287336, ""entry_time"": 153.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 114, ""sync_offset"": 94.05, ""sync_point_x"": 158.8824733448975, ""sync_point_y"": 502.54860193077167, ""flight_point_level"": 0.0},{""entry_x"": 335.7592941243035, ""entry_y"": 659.9497394016091, ""exit_x"": 453.62017582725093, ""exit_y"": 24.029327992960134, ""middle_x"": 394.68973497577724, ""middle_y"": 341.9895336972846, ""entry_time"": 25.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 242, ""sync_offset"": 199.64999999999998, ""sync_point_x"": 372.14261678881076, ""sync_point_y"": 463.6428971064656, ""flight_point_level"": 0.0}]",87.0,0.0,84.13534894463562,474.8924953334273,621.3727056434459,484.92561571934397
3,,2,654.9865584940287,387.303898630087,,4.062847603604553,381.6233734632762,,329.5247030488166,384.4636360466816,,,0.825,182.0,301.2386048932728,1.2557496297239936,,122.32427095355371,586.4581672808005,,211.78143792341325,293.8569584552622,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 358.7613951067272, ""entry_y"": 1.2557496297239936, ""exit_x"": 3.2115373152818165, ""exit_y"": 284.0728766831783, ""middle_x"": 180.9864662110045, ""middle_y"": 142.66431315645116, ""entry_time"": 109.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 158, ""sync_offset"": 130.35, ""sync_point_x"": 256.74842186101506, ""sync_point_y"": 82.40053251543767, ""flight_point_level"": 0.0},{""entry_x"": 12.78364034035485, ""entry_y"": 420.9603274196099, ""exit_x"": 600.3201746153673, ""exit_y"": 519.2802239958452, ""middle_x"": 306.55190747786105, ""middle_y"": 470.1202757077275, ""entry_time"": 163.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 104, ""sync_offset"": 85.8, ""sync_point_x"": 97.4069449522493, ""sync_point_y"": 435.121412002456, ""flight_point_level"": 0.0},{""entry_x"": 185.33752155960443, ""entry_y"": 626.6020352787251, ""exit_x"": 638.0815407440766, ""exit_y"": 448.2614233499491, ""middle_x"": 411.7095311518405, ""middle_y"": 537.4317293143371, ""entry_time"": 24.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 243, ""sync_offset"": 200.475, ""sync_point_x"": 371.86298350080074, ""sync_point_y"": 553.1277018511717, ""flight_point_level"": 0.0}]",85.0,0.0,584.8642286391537,386.69195032826354,301.2386048932728,1.2557496297239936
4,,2,16.151349622599355,228.02439185626733,,629.0815697220944,190.5359736255692,,322.6164596723469,209.28018274091826,,,0.825,159.0,170.01282531870882,41.375496643999384,,659.196136585742,353.01963633556136,,414.6044809522254,197.19756648978037,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 629.0815697220944, ""entry_y"": 190.5359736255692, ""exit_x"": 489.98717468129126, ""exit_y"": 618.6245033560006, ""middle_x"": 559.5343722016928, ""middle_y"": 404.5802384907849, ""entry_time"": 210.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 57, ""sync_offset"": 47.025, ""sync_point_x"": 614.5500455616125, ""sync_point_y"": 235.2594063043488, ""flight_point_level"": 0.0},{""entry_x"": 267.0330315257402, ""entry_y"": 653.9369705377292, ""exit_x"": 155.12664280304242, ""exit_y"": 50.144128268379404, ""middle_x"": 211.07983716439134, ""middle_y"": 352.0405494030543, ""entry_time"": 49.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 218, ""sync_offset"": 179.85, ""sync_point_x"": 234.25797226597751, ""sync_point_y"": 477.0985754123519, ""flight_point_level"": 0.0},{""entry_x"": 195.77690778498598, ""entry_y"": 28.52999897794166, ""exit_x"": 586.4581672808004, ""exit_y"": 122.32427095355365, ""middle_x"": 391.11753753289315, ""middle_y"": 75.42713496574765, ""entry_time"": 123.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 144, ""sync_offset"": 118.8, ""sync_point_x"": 311.29445432822996, ""sync_point_y"": 56.26330820402325, ""flight_point_level"": 0.0}]",108.0,0.0,105.0851601619877,222.58496698371158,170.01282531870882,41.375496643999384
5,,2,392.96696847425983,653.9369705377292,,528.598957640176,66.45028168439336,,460.7829630572179,360.19362611106123,,,0.825,49.0,621.3727056434459,484.92561571934397,,415.4102848838319,11.24447732460743,,518.391495263639,248.0850465219757,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 347.2708655601715, ""entry_y"": 659.5477464690093, ""exit_x"": 0.20102708369842048, ""exit_y"": 341.51683391182524, ""middle_x"": 173.73594632193496, ""middle_y"": 500.53229019041726, ""entry_time"": 193.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 74, ""sync_offset"": 61.05, ""sync_point_x"": 302.2600841479134, ""sync_point_y"": 618.3029642940733, ""flight_point_level"": 0.0},{""entry_x"": 228.02439185626736, ""entry_y"": 643.8486503774006, ""exit_x"": 17.97887005222549, ""exit_y"": 222.5625090291382, ""middle_x"": 123.00163095424642, ""middle_y"": 433.20557970326945, ""entry_time"": 254.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 13, ""sync_offset"": 10.725, ""sync_point_x"": 223.23892031066467, ""sync_point_y"": 634.250479349219, ""flight_point_level"": 0.0},{""entry_x"": 652.7887082421558, ""entry_y"": 261.3891420301394, ""exit_x"": 0.8038634142579895, ""exit_y"": 306.9803636644386, ""middle_x"": 326.7962858282069, ""middle_y"": 284.184752847289, ""entry_time"": 206.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 61, ""sync_offset"": 50.324999999999996, ""sync_point_x"": 602.5862974128302, ""sync_point_y"": 264.8996365713125, ""flight_point_level"": 0.0}]",218.0,0.0,433.4244155980039,478.6965143861046,621.3727056434459,484.92561571934397
6,,2,651.5421213791276,255.76615206652457,,381.6233734632762,655.9371523963955,,516.5827474212019,455.85165223146004,,,0.825,135.0,96.65476220843934,563.3452377915607,,533.1682868574673,590.0435486902182,,314.9115245329533,576.6943932408894,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 190.53597362556923, ""entry_y"": 30.918430277905486, ""exit_x"": 324.24070587569645, ""exit_y"": 659.9497394016091, ""middle_x"": 257.38833975063284, ""middle_y"": 345.4340848397573, ""entry_time"": 259.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 8, ""sync_offset"": 6.6, ""sync_point_x"": 191.90819078496645, ""sync_point_y"": 37.374204442748606, ""flight_point_level"": 0.0},{""entry_x"": 1.8077745284697926, ""entry_y"": 295.50560712167425, ""exit_x"": 618.6245033560006, ""exit_y"": 489.9871746812912, ""middle_x"": 310.21613894223515, ""middle_y"": 392.74639090148275, ""entry_time"": 229.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 38, ""sync_offset"": 31.349999999999998, ""sync_point_x"": 31.706800934426706, ""sync_point_y"": 304.9327339361332, ""flight_point_level"": 0.0},{""entry_x"": 211.7385766500509, ""entry_y"": 638.0815407440766, ""exit_x"": 150.26911844504107, ""exit_y"": 53.23871257801005, ""middle_x"": 181.003847547546, ""middle_y"": 345.66012666104336, ""entry_time"": 197.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 70, ""sync_offset"": 57.75, ""sync_point_x"": 205.70205789634392, ""sync_point_y"": 580.6479012865589, ""flight_point_level"": 0.0}]",132.0,0.0,590.6460141911633,346.0483437177686,96.65476220843934,563.3452377915607
7,,2,267.0330315257402,653.9369705377292,,324.24070587569645,0.05026059839087793,,295.6368687007183,326.99361556806,,,0.825,231.0,653.9369705377292,392.9669684742598,,24.02932799296019,206.37982417274895,,338.98314926534465,299.67339632350433,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 12.78364034035485, ""entry_y"": 239.03967258039012, ""exit_x"": 633.7666016393053, ""exit_y"": 458.9412724014603, ""middle_x"": 323.2751209898301, ""middle_y"": 348.9904724909252, ""entry_time"": 62.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 205, ""sync_offset"": 169.125, ""sync_point_x"": 172.2078825213195, ""sync_point_y"": 295.49475764830163, ""flight_point_level"": 0.0},{""entry_x"": 656.7884626847183, ""entry_y"": 375.9271233168216, ""exit_x"": 185.33752155960443, ""exit_y"": 33.39796472127489, ""middle_x"": 421.06299212216135, ""middle_y"": 204.66254401904825, ""entry_time"": 162.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 105, ""sync_offset"": 86.625, ""sync_point_x"": 586.7073655469885, ""sync_point_y"": 325.01022583698614, ""flight_point_level"": 0.0},{""entry_x"": 519.2802239958453, ""entry_y"": 59.67982538463275, ""exit_x"": 53.23871257801005, ""exit_y"": 150.26911844504113, ""middle_x"": 286.2594682869277, ""middle_y"": 104.97447191483694, ""entry_time"": 123.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 144, ""sync_offset"": 118.8, ""sync_point_x"": 402.66291460226284, ""sync_point_y"": 82.34793403536628, ""flight_point_level"": 0.0}]",36.0,0.0,269.62155708534567,624.3499880044043,653.9369705377292,392.9669684742598
8,,2,59.67982538463275,140.71977600415468,,629.0815697220944,469.4640263744308,,344.3806975533636,305.09190118929274,,,0.825,245.0,658.744250370276,301.2386048932728,,2.4597699583637223,289.7831166763013,,330.60201016431984,295.51086078478704,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 16.151349622599355, ""entry_y"": 431.97560814373264, ""exit_x"": 609.8558717316205, ""exit_y"": 504.8733571969576, ""middle_x"": 313.0036106771099, ""middle_y"": 468.4244826703451, ""entry_time"": 14.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 253, ""sync_offset"": 208.725, ""sync_point_x"": 223.3205451239343, ""sync_point_y"": 457.41278684597205, ""flight_point_level"": 0.0},{""entry_x"": 206.379824172749, ""entry_y"": 24.029327992960134, ""exit_x"": 155.12664280304242, ""exit_y"": 609.8558717316206, ""middle_x"": 180.75323348789573, ""middle_y"": 316.94259986229036, ""entry_time"": 103.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 164, ""sync_offset"": 135.29999999999998, ""sync_point_x"": 194.58765217899088, ""sync_point_y"": 158.8144706447733, ""flight_point_level"": 0.0},{""entry_x"": 228.02439185626736, ""entry_y"": 16.151349622599298, ""exit_x"": 655.9371523963955, ""exit_y"": 278.3766265367238, ""middle_x"": 441.98077212633143, ""middle_y"": 147.26398807966154, ""entry_time"": 54.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 213, ""sync_offset"": 175.725, ""sync_point_x"": 377.8545847373902, ""sync_point_y"": 107.9674099073094, ""flight_point_level"": 0.0}]",22.0,0.0,75.39818646332031,149.7947760041547,658.744250370276,301.2386048932728
9,,2,650.1975896710788,250.16577445210964,,195.77690778498598,631.4700010220583,,422.9872487280324,440.817887737084,,,0.825,55.0,609.8558717316205,504.8733571969576,,117.88008880344205,582.7946662292628,,363.86798026753127,543.8340117131102,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 96.65476220843934, ""entry_y"": 563.3452377915607, ""exit_x"": 590.0435486902182, ""exit_y"": 126.8317131425328, ""middle_x"": 343.3491554493288, ""middle_y"": 345.0884754670468, ""entry_time"": 145.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 122, ""sync_offset"": 100.64999999999999, ""sync_point_x"": 172.0371555058524, ""sync_point_y"": 496.6525299386468, ""flight_point_level"": 0.0},{""entry_x"": 596.9756081437326, ""entry_y"": 136.03086674348387, ""exit_x"": 222.56250902913837, ""exit_y"": 642.0211299477746, ""middle_x"": 409.7690585864355, ""middle_y"": 389.02599834562926, ""entry_time"": 156.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 111, ""sync_offset"": 91.57499999999999, ""sync_point_x"": 542.5047114469786, ""sync_point_y"": 209.64405875450555, ""flight_point_level"": 0.0},{""entry_x"": 643.8486503774006, ""entry_y"": 431.97560814373264, ""exit_x"": 289.78311667630135, ""exit_y"": 657.5402300416363, ""middle_x"": 466.815883526851, ""middle_y"": 544.7579190926845, ""entry_time"": 16.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 251, ""sync_offset"": 207.075, ""sync_point_x"": 469.2033667356974, ""sync_point_y"": 543.2369245421512, ""flight_point_level"": 0.0}]",212.0,0.0,516.2164165695697,362.5893273862854,609.8558717316205,504.8733571969576
10,,2,392.96696847425983,653.9369705377292,,47.13479076830299,160.03743527968206,,220.0508796212814,406.9872029087056,,,0.825,145.0,469.4640263744308,30.918430277905543,,0.20102708369842048,341.51683391182524,,234.8325267290646,186.2176320948654,,,0.825,267.0,,0.0,0.0,"[{""entry_x"": 387.303898630087, ""entry_y"": 654.9865584940287, ""exit_x"": 426.48266255850314, ""exit_y"": 14.419430532198305, ""middle_x"": 406.8932805942951, ""middle_y"": 334.7029945131135, ""entry_time"": 58.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 209, ""sync_offset"": 172.42499999999998, ""sync_point_x"": 397.8301930593847, ""sync_point_y"": 482.8831658761383, ""flight_point_level"": 0.0},{""entry_x"": 398.6108579698606, ""entry_y"": 7.211291757844151, ""exit_x"": 211.7385766500509, ""exit_y"": 638.0815407440766, ""middle_x"": 305.1747173099558, ""middle_y"": 322.6464162509604, ""entry_time"": 57.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 210, ""sync_offset"": 173.25, ""sync_point_x"": 349.405199499906, ""sync_point_y"": 173.3268108237586, ""flight_point_level"": 0.0},{""entry_x"": 495.0, ""entry_y"": 615.7883832488648, ""exit_x"": 145.4663418546536, ""exit_y"": 56.41760105683619, ""middle_x"": 320.2331709273268, ""middle_y"": 336.10299215285045, ""entry_time"": 171.0, ""flight_level"": 0, ""speed"": 0.825, ""sync_time"": 96, ""sync_offset"": 79.19999999999999, ""sync_point_x"": 453.0303942727302, ""sync_point_y"": 548.6229740332758, ""flight_point_level"": 0.0}]",122.0,0.0,335.23650015552704,571.4893172800421,469.4640263744308,30.918430277905543
